identity_line_item_id,identity_time_interval,bill_invoice_id,bill_billing_entity,bill_bill_type,bill_payer_account_id,bill_billing_period_start_date,bill_billing_period_end_date,line_item_usage_account_id,line_item_line_item_type,line_item_usage_start_date,line_item_usage_end_date,line_item_product_code,line_item_usage_type,line_item_operation,line_item_availability_zone,line_item_resource_id,line_item_usage_amount,line_item_normalization_factor,line_item_normalized_usage_amount,line_item_currency_code,line_item_unblended_rate,line_item_unblended_cost,line_item_blended_rate,line_item_blended_cost,line_item_line_item_description,product_product_name,product_instance_type,product_region,product_availability_zone,product_tenancy,product_operating_system,product_service_code,resource_tags_user_team,resource_tags_user_environment,resource_tags_user_project,pricing_public_on_demand_cost,pricing_public_on_demand_rate,pricing_term,pricing_unit,reservation_reservation_a_r_n,reservation_effective_cost,reservation_recurring_fee_for_usage,savings_plan_savings_plan_a_r_n,savings_plan_savings_plan_effective_cost,savings_plan_used_commitment
441,2026-03-23T00:00:00Z/2026-03-23T23:59:59Z,I-5ZX95QO17YH3HYW6,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-23 22:30:29,2026-03-24 22:30:29,AmazonElastiCache,NodeUsage:cache.t3.micro,CreateCacheCluster,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-i3ckhejj3oh993ut,25.04901637,1,25.04901637,USD,0.0170000000,0.4877573900,0.0170000000,0.4877573900,Amazon ElastiCache NodeUsage:cache.t3.micro,Amazon ElastiCache,cache.t3.micro,ap-south-1,ap-south-1b,Shared,Linux,AmazonElastiCache,backend,development,cloudspire,0.4877573900,0.0170000000,OnDemand,Hrs,,,,,,
442,2026-03-23T00:00:00Z/2026-03-23T23:59:59Z,I-72Z0LKLM6A3D2VJQ,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-23 22:30:29,2026-03-24 22:30:29,AWSDataTransfer,InterRegion-Out-Bytes,InterregionOut,us-east-1c,,24.37490903,1,24.37490903,USD,0.0000273973,0.0006808900,0.0000273973,0.0006808900,AWS Data Transfer InterRegion-Out-Bytes,AWS Data Transfer,,us-east-1,us-east-1c,Shared,,AWSDataTransfer,platform,production,ml-inference,0.0006808900,0.0000273973,OnDemand,Hrs,,,,,,
443,2026-03-24T00:00:00Z/2026-03-24T23:59:59Z,I-B6DMKSDLQDYJYI21,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-24 22:30:29,2026-03-25 22:30:29,AmazonEC2,BoxUsage:t3.medium,RunInstances,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-bbbjobfy2y9whtd9,24.60961213,1,24.60961213,USD,0.0416000000,0.9590804500,0.0416000000,0.9590804500,Amazon Elastic Compute Cloud BoxUsage:t3.medium,Amazon Elastic Compute Cloud,t3.medium,ap-south-1,ap-south-1b,Shared,Linux,AmazonEC2,backend,production,ml-inference,0.9590804500,0.0416000000,OnDemand,Hrs,,,,,,
444,2026-03-24T00:00:00Z/2026-03-24T23:59:59Z,I-VZUFBZJN3EB8JI3O,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-24 22:30:29,2026-03-25 22:30:29,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,us-east-1a,arn:aws:ec2:us-east-1:123456789012:instance/i-vkid7sou8rcuyqlm,15.99497835,1,15.99497835,USD,0.1700000000,3.0995197600,0.1700000000,3.0995197600,Amazon Elastic Compute Cloud BoxUsage:c5.xlarge,Amazon Elastic Compute Cloud,c5.xlarge,us-east-1,us-east-1a,Shared,Linux,AmazonEC2,ml,production,api-gateway,3.0995197600,0.1700000000,OnDemand,Hrs,,,,,,
445,2026-03-24T00:00:00Z/2026-03-24T23:59:59Z,I-SMP9BBGYTS98S9MF,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-24 22:30:29,2026-03-25 22:30:29,AmazonS3,TimedStorage-ByteHrs,StandardStorage,ap-south-1a,,23.90949925,1,23.90949925,USD,0.0000315068,0.0008033100,0.0000315068,0.0008033100,Amazon Simple Storage Service TimedStorage-ByteHrs,Amazon Simple Storage Service,,ap-south-1,ap-south-1a,Shared,,AmazonS3,platform,development,cloudspire,0.0008033100,0.0000315068,OnDemand,Hrs,,,,,,
446,2026-03-24T00:00:00Z/2026-03-24T23:59:59Z,I-1N102KVVMJF3PKAW,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-24 22:30:29,2026-03-25 22:30:29,AmazonRDS,InstanceUsage:db.t3.medium,CreateDBInstance:0014,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-hmgdfaggizucv9t1,25.13704688,1,25.13704688,USD,0.0680000000,1.5492392800,0.0680000000,1.5492392800,Amazon Relational Database Service InstanceUsage:db.t3.medium,Amazon Relational Database Service,db.t3.medium,ap-south-1,ap-south-1b,Shared,Linux,AmazonRDS,backend,production,cloudspire,1.5492392800,0.0680000000,OnDemand,Hrs,,,,,,
447,2026-03-24T00:00:00Z/2026-03-24T23:59:59Z,I-UWRXHP2IZAVN6XF2,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-24 22:30:29,2026-03-25 22:30:29,AmazonCloudFront,DataTransfer-Out-Bytes,HttpTransferOut,us-east-1c,,25.13273382,1,25.13273382,USD,0.0000116438,0.0002749800,0.0000116438,0.0002749800,Amazon CloudFront DataTransfer-Out-Bytes,Amazon CloudFront,,us-east-1,us-east-1c,Shared,,AmazonCloudFront,frontend,production,api-gateway,0.0002749800,0.0000116438,OnDemand,Hrs,,,,,,
448,2026-03-24T00:00:00Z/2026-03-24T23:59:59Z,I-IOWCTAPU1M80L9LJ,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-24 22:30:29,2026-03-25 22:30:29,AWSLambda,Lambda-GB-Second,Invoke,ap-south-1a,,24.43578514,1,24.43578514,USD,0.0600001200,1.4907416400,0.0600001200,1.4907416400,AWS Lambda Lambda-GB-Second,AWS Lambda,,ap-south-1,ap-south-1a,Shared,,AWSLambda,backend,development,ml-inference,1.4907416400,0.0600001200,OnDemand,Hrs,,,,,,
449,2026-03-24T00:00:00Z/2026-03-24T23:59:59Z,I-06HJ44DHQP71CQKL,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-24 22:30:29,2026-03-25 22:30:29,AmazonDynamoDB,ReadCapacityUnit-Hrs,PayPerRequestThroughput,ap-south-1a,,23.18217763,1,23.18217763,USD,0.0000650000,0.0013156500,0.0000650000,0.0013156500,Amazon DynamoDB ReadCapacityUnit-Hrs,Amazon DynamoDB,,ap-south-1,ap-south-1a,Shared,,AmazonDynamoDB,backend,staging,api-gateway,0.0013156500,0.0000650000,OnDemand,Hrs,,,,,,
450,2026-03-24T00:00:00Z/2026-03-24T23:59:59Z,I-ZHWCPI18Y4WHE0EA,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-24 22:30:29,2026-03-25 22:30:29,AmazonElastiCache,NodeUsage:cache.t3.micro,CreateCacheCluster,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-g14pjx65ce1p3pn5,23.74892111,1,23.74892111,USD,0.0170000000,0.4564845500,0.0170000000,0.4564845500,Amazon ElastiCache NodeUsage:cache.t3.micro,Amazon ElastiCache,cache.t3.micro,ap-south-1,ap-south-1b,Shared,Linux,AmazonElastiCache,backend,development,web-portal,0.4564845500,0.0170000000,OnDemand,Hrs,,,,,,
451,2026-03-24T00:00:00Z/2026-03-24T23:59:59Z,I-LDKW55CPDHDS9GJT,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-24 22:30:29,2026-03-25 22:30:29,AWSDataTransfer,InterRegion-Out-Bytes,InterregionOut,us-east-1a,,24.42884834,1,24.42884834,USD,0.0000273973,0.0007510600,0.0000273973,0.0007510600,AWS Data Transfer InterRegion-Out-Bytes,AWS Data Transfer,,us-east-1,us-east-1a,Shared,,AWSDataTransfer,platform,staging,ml-inference,0.0007510600,0.0000273973,OnDemand,Hrs,,,,,,
452,2026-03-25T00:00:00Z/2026-03-25T23:59:59Z,I-646212U6YA5CZ4BX,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-25 22:30:29,2026-03-26 22:30:29,AmazonEC2,BoxUsage:t3.medium,RunInstances,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-3wqhbvoq7cv4t8yv,23.76162469,1,23.76162469,USD,0.0416000000,0.8625916900,0.0416000000,0.8625916900,Amazon Elastic Compute Cloud BoxUsage:t3.medium,Amazon Elastic Compute Cloud,t3.medium,ap-south-1,ap-south-1a,Shared,Linux,AmazonEC2,backend,production,cloudspire,0.8625916900,0.0416000000,OnDemand,Hrs,,,,,,
453,2026-03-25T00:00:00Z/2026-03-25T23:59:59Z,I-B8HFS5RQ5RLCYQGO,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-25 22:30:29,2026-03-26 22:30:29,AmazonEC2,BoxUsage:m5.large,RunInstances,us-east-1b,arn:aws:ec2:us-east-1:123456789012:instance/i-463sp21jzyf4qpye,24.82201187,1,24.82201187,USD,0.0960000000,2.2305015600,0.0960000000,2.2305015600,Amazon Elastic Compute Cloud BoxUsage:m5.large,Amazon Elastic Compute Cloud,m5.large,us-east-1,us-east-1b,Shared,Linux,AmazonEC2,backend,production,data-pipeline,2.2305015600,0.0960000000,OnDemand,Hrs,,,,,,
454,2026-03-25T00:00:00Z/2026-03-25T23:59:59Z,I-DBD827LJ5GIK2BA4,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-25 22:30:29,2026-03-26 22:30:29,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,us-east-1b,arn:aws:ec2:us-east-1:123456789012:instance/i-vrmj2gp8grnosoog,16.16868167,1,16.16868167,USD,0.1700000000,2.8700459400,0.1700000000,2.8700459400,Amazon Elastic Compute Cloud BoxUsage:c5.xlarge,Amazon Elastic Compute Cloud,c5.xlarge,us-east-1,us-east-1b,Shared,Linux,AmazonEC2,ml,staging,ml-inference,2.8700459400,0.1700000000,OnDemand,Hrs,,,,,,
455,2026-03-25T00:00:00Z/2026-03-25T23:59:59Z,I-QGFPSCP69YHBMTKY,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-25 22:30:29,2026-03-26 22:30:29,AmazonS3,TimedStorage-ByteHrs,StandardStorage,ap-south-1b,,24.05596035,1,24.05596035,USD,0.0000315068,0.0008568800,0.0000315068,0.0008568800,Amazon Simple Storage Service TimedStorage-ByteHrs,Amazon Simple Storage Service,,ap-south-1,ap-south-1b,Shared,,AmazonS3,platform,production,api-gateway,0.0008568800,0.0000315068,OnDemand,Hrs,,,,,,
456,2026-03-25T00:00:00Z/2026-03-25T23:59:59Z,I-5FV7KDH8CYK5DZLZ,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-25 22:30:29,2026-03-26 22:30:29,AmazonRDS,InstanceUsage:db.t3.medium,CreateDBInstance:0014,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-2wreb4l6hki7yljc,24.20485853,1,24.20485853,USD,0.0680000000,1.6724983200,0.0680000000,1.6724983200,Amazon Relational Database Service InstanceUsage:db.t3.medium,Amazon Relational Database Service,db.t3.medium,ap-south-1,ap-south-1a,Shared,Linux,AmazonRDS,backend,staging,data-pipeline,1.6724983200,0.0680000000,OnDemand,Hrs,,,,,,
457,2026-03-25T00:00:00Z/2026-03-25T23:59:59Z,I-UUS764JIDQF9N2LU,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-25 22:30:29,2026-03-26 22:30:29,AmazonCloudFront,DataTransfer-Out-Bytes,HttpTransferOut,us-east-1a,,23.50894290,1,23.50894290,USD,0.0000116438,0.0002495800,0.0000116438,0.0002495800,Amazon CloudFront DataTransfer-Out-Bytes,Amazon CloudFront,,us-east-1,us-east-1a,Shared,,AmazonCloudFront,frontend,development,web-portal,0.0002495800,0.0000116438,OnDemand,Hrs,,,,,,
458,2026-03-25T00:00:00Z/2026-03-25T23:59:59Z,I-XCKCIU2B60XHC9VZ,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-25 22:30:29,2026-03-26 22:30:29,AWSLambda,Lambda-GB-Second,Invoke,ap-south-1b,,22.89506069,1,22.89506069,USD,0.0600001200,1.4852355900,0.0600001200,1.4852355900,AWS Lambda Lambda-GB-Second,AWS Lambda,,ap-south-1,ap-south-1b,Shared,,AWSLambda,backend,staging,web-portal,1.4852355900,0.0600001200,OnDemand,Hrs,,,,,,
459,2026-03-25T00:00:00Z/2026-03-25T23:59:59Z,I-7OCYOP6E99ZU90NH,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-25 22:30:29,2026-03-26 22:30:29,AmazonDynamoDB,ReadCapacityUnit-Hrs,PayPerRequestThroughput,ap-south-1a,,25.03244622,1,25.03244622,USD,0.0000650000,0.0014518600,0.0000650000,0.0014518600,Amazon DynamoDB ReadCapacityUnit-Hrs,Amazon DynamoDB,,ap-south-1,ap-south-1a,Shared,,AmazonDynamoDB,backend,production,ml-inference,0.0014518600,0.0000650000,OnDemand,Hrs,,,,,,
460,2026-03-25T00:00:00Z/2026-03-25T23:59:59Z,I-ADJGVT50KNVBP6AO,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-25 22:30:29,2026-03-26 22:30:29,AmazonElastiCache,NodeUsage:cache.t3.micro,CreateCacheCluster,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-30vilsem1nk2t8d8,24.06093868,1,24.06093868,USD,0.0170000000,0.4003575200,0.0170000000,0.4003575200,Amazon ElastiCache NodeUsage:cache.t3.micro,Amazon ElastiCache,cache.t3.micro,ap-south-1,ap-south-1b,Shared,Linux,AmazonElastiCache,backend,production,ml-inference,0.4003575200,0.0170000000,OnDemand,Hrs,,,,,,
461,2026-03-25T00:00:00Z/2026-03-25T23:59:59Z,I-UZ3HABBIXXF8R1UJ,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-25 22:30:29,2026-03-26 22:30:29,AWSDataTransfer,InterRegion-Out-Bytes,InterregionOut,us-east-1c,,24.39239917,1,24.39239917,USD,0.0000273973,0.0007524900,0.0000273973,0.0007524900,AWS Data Transfer InterRegion-Out-Bytes,AWS Data Transfer,,us-east-1,us-east-1c,Shared,,AWSDataTransfer,platform,development,cloudspire,0.0007524900,0.0000273973,OnDemand,Hrs,,,,,,
462,2026-03-26T00:00:00Z/2026-03-26T23:59:59Z,I-B4SQ9EN5V60YIT3O,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-26 22:30:29,2026-03-27 22:30:29,AmazonEC2,BoxUsage:t3.medium,RunInstances,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-rygqrlokjwfgcpr8,24.83788092,1,24.83788092,USD,0.0416000000,1.1539205000,0.0416000000,1.1539205000,Amazon Elastic Compute Cloud BoxUsage:t3.medium,Amazon Elastic Compute Cloud,t3.medium,ap-south-1,ap-south-1b,Shared,Linux,AmazonEC2,backend,staging,data-pipeline,1.1539205000,0.0416000000,OnDemand,Hrs,,,,,,
463,2026-03-26T00:00:00Z/2026-03-26T23:59:59Z,I-VEG753HGLV8I028B,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-26 22:30:29,2026-03-27 22:30:29,AmazonEC2,BoxUsage:m5.large,RunInstances,us-east-1a,arn:aws:ec2:us-east-1:123456789012:instance/i-d4g3ipvn59qy7nmt,24.60331241,1,24.60331241,USD,0.0960000000,2.6742428700,0.0960000000,2.6742428700,Amazon Elastic Compute Cloud BoxUsage:m5.large,Amazon Elastic Compute Cloud,m5.large,us-east-1,us-east-1a,Shared,Linux,AmazonEC2,backend,production,api-gateway,2.6742428700,0.0960000000,OnDemand,Hrs,,,,,,
464,2026-03-26T00:00:00Z/2026-03-26T23:59:59Z,I-7SQYAWIMLK8NPN5J,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-26 22:30:29,2026-03-27 22:30:29,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,us-east-1b,arn:aws:ec2:us-east-1:123456789012:instance/i-af5daio0vsbenkro,16.17522320,1,16.17522320,USD,0.1700000000,3.1233426700,0.1700000000,3.1233426700,Amazon Elastic Compute Cloud BoxUsage:c5.xlarge,Amazon Elastic Compute Cloud,c5.xlarge,us-east-1,us-east-1b,Shared,Linux,AmazonEC2,ml,development,web-portal,3.1233426700,0.1700000000,OnDemand,Hrs,,,,,,
465,2026-03-26T00:00:00Z/2026-03-26T23:59:59Z,I-6U688VJ0P6CRZUOP,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-26 22:30:29,2026-03-27 22:30:29,AmazonS3,TimedStorage-ByteHrs,StandardStorage,ap-south-1a,,23.93190396,1,23.93190396,USD,0.0000315068,0.0007556800,0.0000315068,0.0007556800,Amazon Simple Storage Service TimedStorage-ByteHrs,Amazon Simple Storage Service,,ap-south-1,ap-south-1a,Shared,,AmazonS3,platform,development,data-pipeline,0.0007556800,0.0000315068,OnDemand,Hrs,,,,,,
466,2026-03-26T00:00:00Z/2026-03-26T23:59:59Z,I-NZH0GAMDHW89UR9G,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-26 22:30:29,2026-03-27 22:30:29,AmazonRDS,InstanceUsage:db.t3.medium,CreateDBInstance:0014,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-vf1ffv6l0wiqmukh,24.43609717,1,24.43609717,USD,0.0680000000,1.5003900200,0.0680000000,1.5003900200,Amazon Relational Database Service InstanceUsage:db.t3.medium,Amazon Relational Database Service,db.t3.medium,ap-south-1,ap-south-1b,Shared,Linux,AmazonRDS,backend,development,ml-inference,1.5003900200,0.0680000000,OnDemand,Hrs,,,,,,
467,2026-03-26T00:00:00Z/2026-03-26T23:59:59Z,I-QECP1P6M464AIK01,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-26 22:30:29,2026-03-27 22:30:29,AmazonCloudFront,DataTransfer-Out-Bytes,HttpTransferOut,us-east-1c,,22.87198993,1,22.87198993,USD,0.0000116438,0.0002889800,0.0000116438,0.0002889800,Amazon CloudFront DataTransfer-Out-Bytes,Amazon CloudFront,,us-east-1,us-east-1c,Shared,,AmazonCloudFront,frontend,development,ml-inference,0.0002889800,0.0000116438,OnDemand,Hrs,,,,,,
468,2026-03-26T00:00:00Z/2026-03-26T23:59:59Z,I-VBAXDF9DKOB5Z1VA,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-26 22:30:29,2026-03-27 22:30:29,AWSLambda,Lambda-GB-Second,Invoke,ap-south-1b,,24.35360929,1,24.35360929,USD,0.0600001200,1.2428964600,0.0600001200,1.2428964600,AWS Lambda Lambda-GB-Second,AWS Lambda,,ap-south-1,ap-south-1b,Shared,,AWSLambda,backend,staging,api-gateway,1.2428964600,0.0600001200,OnDemand,Hrs,,,,,,
469,2026-03-26T00:00:00Z/2026-03-26T23:59:59Z,I-FRGU3HARZ0BB0QN9,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-26 22:30:29,2026-03-27 22:30:29,AmazonElastiCache,NodeUsage:cache.t3.micro,CreateCacheCluster,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-0h9znm42e128c2b2,23.33751423,1,23.33751423,USD,0.0170000000,0.3476037100,0.0170000000,0.3476037100,Amazon ElastiCache NodeUsage:cache.t3.micro,Amazon ElastiCache,cache.t3.micro,ap-south-1,ap-south-1a,Shared,Linux,AmazonElastiCache,backend,development,web-portal,0.3476037100,0.0170000000,OnDemand,Hrs,,,,,,
470,2026-03-26T00:00:00Z/2026-03-26T23:59:59Z,I-87YECKNQFINXYV7Z,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-26 22:30:29,2026-03-27 22:30:29,AWSDataTransfer,InterRegion-Out-Bytes,InterregionOut,us-east-1b,,23.04912002,1,23.04912002,USD,0.0000273973,0.0005991500,0.0000273973,0.0005991500,AWS Data Transfer InterRegion-Out-Bytes,AWS Data Transfer,,us-east-1,us-east-1b,Shared,,AWSDataTransfer,platform,development,ml-inference,0.0005991500,0.0000273973,OnDemand,Hrs,,,,,,
471,2026-03-27T00:00:00Z/2026-03-27T23:59:59Z,I-CPHH95PKMHARMTL1,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-27 22:30:29,2026-03-28 22:30:29,AmazonEC2,BoxUsage:t3.medium,RunInstances,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-h36ctcdbk5o3zh4h,23.28274314,1,23.28274314,USD,0.0416000000,0.9729904700,0.0416000000,0.9729904700,Amazon Elastic Compute Cloud BoxUsage:t3.medium,Amazon Elastic Compute Cloud,t3.medium,ap-south-1,ap-south-1b,Shared,Linux,AmazonEC2,backend,staging,ml-inference,0.9729904700,0.0416000000,OnDemand,Hrs,,,,,,
472,2026-03-27T00:00:00Z/2026-03-27T23:59:59Z,I-BWO2F0RDKEZNP514,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-27 22:30:29,2026-03-28 22:30:29,AmazonEC2,BoxUsage:m5.large,RunInstances,us-east-1a,arn:aws:ec2:us-east-1:123456789012:instance/i-8mo54zclfr6fiorg,23.16280125,1,23.16280125,USD,0.0960000000,2.4093046100,0.0960000000,2.4093046100,Amazon Elastic Compute Cloud BoxUsage:m5.large,Amazon Elastic Compute Cloud,m5.large,us-east-1,us-east-1a,Shared,Linux,AmazonEC2,backend,development,ml-inference,2.4093046100,0.0960000000,OnDemand,Hrs,,,,,,
473,2026-03-27T00:00:00Z/2026-03-27T23:59:59Z,I-2PVCWZGZNIBVCNJ2,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-27 22:30:29,2026-03-28 22:30:29,AmazonCloudFront,DataTransfer-Out-Bytes,HttpTransferOut,us-east-1b,,24.87642544,1,24.87642544,USD,0.0000116438,0.0002921200,0.0000116438,0.0002921200,Amazon CloudFront DataTransfer-Out-Bytes,Amazon CloudFront,,us-east-1,us-east-1b,Shared,,AmazonCloudFront,frontend,staging,cloudspire,0.0002921200,0.0000116438,OnDemand,Hrs,,,,,,
474,2026-03-27T00:00:00Z/2026-03-27T23:59:59Z,I-VWR0YBZFRNCXOKH9,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-27 22:30:29,2026-03-28 22:30:29,AWSLambda,Lambda-GB-Second,Invoke,ap-south-1b,,24.28641579,1,24.28641579,USD,0.0600001200,1.3082396900,0.0600001200,1.3082396900,AWS Lambda Lambda-GB-Second,AWS Lambda,,ap-south-1,ap-south-1b,Shared,,AWSLambda,backend,staging,web-portal,1.3082396900,0.0600001200,OnDemand,Hrs,,,,,,
475,2026-03-27T00:00:00Z/2026-03-27T23:59:59Z,I-MI8Q0WZL8QK5GVSA,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-27 22:30:29,2026-03-28 22:30:29,AmazonDynamoDB,ReadCapacityUnit-Hrs,PayPerRequestThroughput,ap-south-1b,,23.26960961,1,23.26960961,USD,0.0000650000,0.0014829900,0.0000650000,0.0014829900,Amazon DynamoDB ReadCapacityUnit-Hrs,Amazon DynamoDB,,ap-south-1,ap-south-1b,Shared,,AmazonDynamoDB,backend,production,cloudspire,0.0014829900,0.0000650000,OnDemand,Hrs,,,,,,
476,2026-03-27T00:00:00Z/2026-03-27T23:59:59Z,I-INR3F1A8B54OGN2H,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-27 22:30:29,2026-03-28 22:30:29,AmazonElastiCache,NodeUsage:cache.t3.micro,CreateCacheCluster,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-nzxtukrubod5tncy,24.06257860,1,24.06257860,USD,0.0170000000,0.4269772500,0.0170000000,0.4269772500,Amazon ElastiCache NodeUsage:cache.t3.micro,Amazon ElastiCache,cache.t3.micro,ap-south-1,ap-south-1a,Shared,Linux,AmazonElastiCache,backend,production,data-pipeline,0.4269772500,0.0170000000,OnDemand,Hrs,,,,,,
477,2026-03-27T00:00:00Z/2026-03-27T23:59:59Z,I-Y5858CNBU2JSYHC9,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-27 22:30:29,2026-03-28 22:30:29,AWSDataTransfer,InterRegion-Out-Bytes,InterregionOut,us-east-1c,,23.21149458,1,23.21149458,USD,0.0000273973,0.0006538400,0.0000273973,0.0006538400,AWS Data Transfer InterRegion-Out-Bytes,AWS Data Transfer,,us-east-1,us-east-1c,Shared,,AWSDataTransfer,platform,staging,api-gateway,0.0006538400,0.0000273973,OnDemand,Hrs,,,,,,
478,2026-03-28T00:00:00Z/2026-03-28T23:59:59Z,I-TO0L4AT8B7LS78BM,AWS,Anniversary,123456789012,2026-02-28T18:30:00.000Z,2026-03-31T18:30:00.000Z,123456789012,Usage,2026-03-28 22:30:29,2026-03-29 22:30:29,AmazonEC2,BoxUsage:t3.medium,RunInstances,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-n4rxqj1popfx79ed,25.06965632,1,25.06965632,USD,0.0416000000,0.9960117200,0.0416000000,0.9960117200,Amazon Elastic Compute Cloud BoxUsage:t3.medium,Amazon Elastic Compute Cloud,t3.medium,ap-south-1,ap-south-1a,Shared,Linux,AmazonEC2,backend,staging,data-pipeline,0.9960117200,0.0416000000,OnDemand,Hrs,,,,,,
